username,acctdesc,location,following,totaltweets,usercreatedts,tweetcreatedts,retweetcount,followers,text,hashtags
Robi__Koto,| Pengopi | Pemungut Kata | Minang | Indonesia |,"DKI Jakarta, Indonesia",95,1,40,12/12/2020 16:29,12/18/2020 14:23,0,"Atau bisa pula tempuh opsi lain seperti tidak menggunakan vaksin Sinovac. Gunakan vaksin lain. Toh demi rakyat. Demi kesehatan.

#Vaksin","[{'text': 'Vaksin', 'indices': [129, 136]}]"
Robi__Koto,| Pengopi | Pemungut Kata | Minang | Indonesia |,"DKI Jakarta, Indonesia",95,1,40,12/12/2020 16:29,12/18/2020 14:21,0,"Sebaiknya kumpulkan saja dahulu anak-anak bangsa yang ahli di bidang ini untuk lepas dari dugaan kita dijadikan contoh dari negara China. 

#Vaksin","[{'text': 'Vaksin', 'indices': [140, 147]}]"
Robi__Koto,| Pengopi | Pemungut Kata | Minang | Indonesia |,"DKI Jakarta, Indonesia",95,1,40,12/12/2020 16:29,12/18/2020 14:21,0,"Jangan karena sudah pesan dan mungkin sudah sudah DP, kita serasa dijadikan contoh pertama atas Sinovac itu, yang keampuhan dan keamanannya masih dijadikan tanda tanya besar oleh banyak pihak, khususnya oleh politisi, pengamat, dll.

#Vaksin","[{'text': 'Vaksin', 'indices': [234, 241]}]"
Robi__Koto,| Pengopi | Pemungut Kata | Minang | Indonesia |,"DKI Jakarta, Indonesia",95,1,40,12/12/2020 16:29,12/18/2020 14:21,0,"Kalau begitu ceritanya, menurut saya sebaiknya kita memikirkannya lagi dengan sangat matang.

#Vaksin","[{'text': 'Vaksin', 'indices': [94, 101]}]"
Robi__Koto,| Pengopi | Pemungut Kata | Minang | Indonesia |,"DKI Jakarta, Indonesia",95,1,40,12/12/2020 16:29,12/18/2020 14:21,0,"China sendiri kalau dirasa-rasa, masih ragu dengan “ciptaannya”. Makanya mereka impor vaksin lain ke negaranya. 

#Vaksin","[{'text': 'Vaksin', 'indices': [114, 121]}]"
Robi__Koto,| Pengopi | Pemungut Kata | Minang | Indonesia |,"DKI Jakarta, Indonesia",95,1,40,12/12/2020 16:29,12/18/2020 14:21,0,"Lantas, kita, diminta, didorong, bahkan ada kesan dipaksa untuk vaksinasi dengan Sinovac, di mana keampuhannya dan keamanannya (pun) tampak masih diragukan oleh pembuatnya sendiri (China). 

#Vaksin","[{'text': 'Vaksin', 'indices': [191, 198]}]"
Robi__Koto,| Pengopi | Pemungut Kata | Minang | Indonesia |,"DKI Jakarta, Indonesia",95,1,40,12/12/2020 16:29,12/18/2020 14:21,0,"Sisanya China impor dari negara lain. Bahkan ada kabar bahwa pemerintah China justru tidak menggunakan Sinovac sama sekali untuk vaksin Covid_19. Kalau benar, bahaya betul yang sudah pesan.

#Vaksin","[{'text': 'Vaksin', 'indices': [191, 198]}]"
Robi__Koto,| Pengopi | Pemungut Kata | Minang | Indonesia |,"DKI Jakarta, Indonesia",95,1,40,12/12/2020 16:29,12/18/2020 14:19,0,"Ini karena Pemerintah China sendiri kabarnya tidak sepenuhnya menggunakan vaksin Sinovac untuk rakyatnya. Padahal China yang menciptakan. Ragu kita.

#Vaksin","[{'text': 'Vaksin', 'indices': [150, 157]}]"
Lianiceone,"Seorang yg sangat butuh ampunan Allah 😭

💖 Pray, Work, Give, Play 💖",Jakarta,267,470,7597,12/29/2010 5:26,12/18/2020 14:19,11,"Kabar gembira nih, gaes! Vaksin Covid-19 bakal diberikan gratis, gak pake syarat apa punt. Jadi buat masyarakat yang terdaftar maupun yang tidak terdaftar di BPJS Kesehatan bakal dikasih vaksinnya nih. 

#VaksinUntukKita https://t.co/69ug5JNBi6",[]
Robi__Koto,| Pengopi | Pemungut Kata | Minang | Indonesia |,"DKI Jakarta, Indonesia",95,1,40,12/12/2020 16:29,12/18/2020 14:18,0,"Vaksin ini dari China. Datang dari sana. Mengapa timbul pertanyaan? Bukan karena negara komunisnya. Atau bukan karena agama mereka.

#Vaksin","[{'text': 'Vaksin', 'indices': [133, 140]}]"
Robi__Koto,| Pengopi | Pemungut Kata | Minang | Indonesia |,"DKI Jakarta, Indonesia",95,1,40,12/12/2020 16:29,12/18/2020 14:18,0,"Mengikuti berita soal vaksin menimbulkan tanda tanya. Salah satunya soal keampuhan dan keamanan vaksin tersebut, sebut saja Sinovac.

#Vaksin","[{'text': 'Vaksin', 'indices': [134, 141]}]"
JapenSPU2019,,,46,26,2168,4/15/2019 3:54,12/18/2020 14:18,3,"Apkah kandungan dalam vaksin?

Sumber : @KKMPutrajaya 

#VaksinUntukKita 
#COVID19 
#JabatanPenerangan
#JapenPenang https://t.co/acO482UvEj","[{'text': 'VaksinUntukKita', 'indices': [73, 89]}, {'text': 'COVID19', 'indices': [91, 99]}, {'text': 'JabatanPenerangan', 'indices': [101, 119]}, {'text': 'JapenPenang', 'indices': [120, 132]}]"
PMRPasirPuteh,Akaun rasmi Pejabat Penerangan Daerah Pasir Puteh,"Pasir Puteh, Kelantan",271,347,13683,12/17/2018 5:43,12/18/2020 14:17,72,"Jangan hentikan imunisasi kerana penyakit boleh meningkat kembali. 

Sayangi kesihatan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/VbLmW1fgOc","[{'text': 'KomunikasiKita', 'indices': [111, 126]}]"
nila_shafira,you know who you are.,Malaysia,992,705,24809,1/13/2013 2:14,12/18/2020 14:16,72,"Jangan hentikan imunisasi kerana penyakit boleh meningkat kembali. 

Sayangi kesihatan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/VbLmW1fgOc","[{'text': 'KomunikasiKita', 'indices': [111, 126]}]"
rakagalih999,akhlak not found 👁,,249,656,37463,11/5/2009 6:30,12/18/2020 14:10,14,"Setelah penantian yang begitu panjang, akhirnya secara bertahap vaksin Covid-19 yang udah kita tunggu-tunggu datang juga nih! 
#VaksinUntukKita https://t.co/guUR42nvgY",[]
dppknpiofficial,Dewan Pengurus Pusat Komite Nasional Pemuda Indonesia (DPP KNPI) Periode 2019-2022,,20,166,794,5/29/2019 7:31,12/18/2020 14:07,3,"Terimakasih Abang @fadjroeL yang sudah menyempatkan Waktunya hampir 2 Jam lebih bersama Kawan2 KNPI.

Semoga sehat selalu Bang..

@harisknpi 
@jacksonkumaat 

#KNPI 
#DPPKNPI 
#VAKSINCOVID19 
#FADJROELRACHMAN 
#ENERGYOFHARMONY https://t.co/1kWTUXYadB","[{'text': 'KNPI', 'indices': [159, 164]}, {'text': 'DPPKNPI', 'indices': [166, 174]}, {'text': 'VAKSINCOVID19', 'indices': [176, 190]}, {'text': 'FADJROELRACHMAN', 'indices': [192, 208]}, {'text': 'ENERGYOFHARMONY', 'indices': [210, 226]}]"
paradeid_,Hadir sebagai bagian dari kepentingan literasi anak bangsa | redaksi.paradenews@gmail.com | iklan.paradeid@gmail.com |,"DKI Jakarta, Indonesia",3,16,1543,7/8/2020 7:20,12/18/2020 14:06,0,"Khawatir Salah Beli Vaksin, Ahli Diminta Bicara

https://t.co/VdjT1tvATx

#Nasional #Politik #Kesehatan #Covid_19 #Vaksin #Sinovac","[{'text': 'Nasional', 'indices': [74, 83]}, {'text': 'Politik', 'indices': [84, 92]}, {'text': 'Kesehatan', 'indices': [93, 103]}, {'text': 'Covid_19', 'indices': [104, 113]}, {'text': 'Vaksin', 'indices': [114, 121]}, {'text': 'Sinovac', 'indices': [122, 130]}]"
paradeid_,Hadir sebagai bagian dari kepentingan literasi anak bangsa | redaksi.paradenews@gmail.com | iklan.paradeid@gmail.com |,"DKI Jakarta, Indonesia",3,16,1543,7/8/2020 7:20,12/18/2020 14:05,0,"Alhamdulillah Vaksin Diberikan Gratis

https://t.co/UTMkb5qjtF

#Nasional #Kesehatan #Vaksin #Covid_19 #Politik","[{'text': 'Nasional', 'indices': [64, 73]}, {'text': 'Kesehatan', 'indices': [74, 84]}, {'text': 'Vaksin', 'indices': [85, 92]}, {'text': 'Covid_19', 'indices': [93, 102]}, {'text': 'Politik', 'indices': [103, 111]}]"
Genpi_Co,"Download Apps Android: https://t.co/833QEXPjBE?amp=1
Download Apps IOS: https://t.co/FgpNrPLgR0?amp=1
Contact Us: socmed@genpi.co",Indonesia,1,1811,52760,2/23/2018 10:31,12/18/2020 14:00,0,"Presiden Jokowi mengajak seluruh masyarakat untuk ikut sukseskan program vaksinasi covid-19.
.
@jokowi 

#genpico #vaksincovid19 https://t.co/I1BQN1HpQl","[{'text': 'genpico', 'indices': [105, 113]}, {'text': 'vaksincovid19', 'indices': [114, 128]}]"
segfhyaaa,Everything that has a beginning has an end. Make peace with the process and everything will be fine.🌈✨,☁️🌥🌤,569,815,92638,9/23/2012 12:41,12/18/2020 13:47,67,"Lihat berita hari ini dari CNN Indonesia, Amerika Serikat berencana akan melakukan vaksinasi di minggu ke dua. Kita sama-sama doain semoga lancar ya prosesnya. 
#VaksinUntukKita https://t.co/EoxKydBKaN",[]
RakyatMerdeka99,Official Twitter of Rakyat Merdeka | The Political Newsleader | Web: https://t.co/0ulMBMELYr| FB: Rakyat Merdeka | IG @rakyatmerdeka1999 | https://t.co/wLwCDX4qmy,"Graha Pena, Kebayoran Lama 12",201,1565,35694,3/22/2016 13:54,12/18/2020 13:47,0,"Legenda Beatles Nyicip Disuntik Vaksin Covid-19

#LegendaBeatles #PaulMcCartney #kesempatanpertama #suntik #vaksincovid19 #vaksinasi #TheSun #RakyatMerdeka #RMCoid https://t.co/i2niPCHyqo","[{'text': 'LegendaBeatles', 'indices': [49, 64]}, {'text': 'PaulMcCartney', 'indices': [65, 79]}, {'text': 'kesempatanpertama', 'indices': [80, 98]}, {'text': 'suntik', 'indices': [99, 106]}, {'text': 'vaksincovid19', 'indices': [107, 121]}, {'text': 'vaksinasi', 'indices': [122, 132]}, {'text': 'TheSun', 'indices': [133, 140]}, {'text': 'RakyatMerdeka', 'indices': [141, 155]}, {'text': 'RMCoid', 'indices': [156, 163]}]"
jonhwahid1,"jangankan satu putaran, Mau berapa putaran kelompok prabowo minta, kelompok jokowi siyap ngeladenin😂",,4275,4396,7602,8/30/2016 15:33,12/18/2020 13:36,0,"Tolong dibaca, dipahami, dan dilaksanakan..❤🇮🇩 anak Indonesia sehaaaat, Indonesiaaaa Kuaaat👧🏿🧒 @BNPB_Indonesia @KemenkesRI @BPJSKesehatanRI #VaksinUntukKita #vaksingratisuntukrakyat #vaksingratis #VaksinCovid19 #vaksindatangtetapjaga3m #vaksin3mlawancorona #MenujuIndonesiaMaju https://t.co/1yxGi1aajp https://t.co/HyDCYOamSS","[{'text': 'VaksinUntukKita', 'indices': [140, 156]}, {'text': 'vaksingratisuntukrakyat', 'indices': [157, 181]}, {'text': 'vaksingratis', 'indices': [182, 195]}, {'text': 'VaksinCovid19', 'indices': [196, 210]}, {'text': 'vaksindatangtetapjaga3m', 'indices': [211, 235]}, {'text': 'vaksin3mlawancorona', 'indices': [236, 256]}, {'text': 'MenujuIndonesiaMaju', 'indices': [257, 277]}]"
veraagustian_,"بِسْمِ ٱللَّٰهِ ٱلرَّحْمَٰنِ ٱلرَّحِيمِ
LEO
budak kampung bau lisung
Hukum itu untuk orang kecil,bukan untuk orang besar!!",A5,4008,3605,215853,3/17/2016 20:38,12/18/2020 13:32,11,"Alhamdulillah pemerintah telah mengumumkan Vaksin Corona Gratis kepada Masyarakat Indonesia. Insya Allah Ekonomi nasional pulih kembali, UMKM-UMKM akan bangkit. Kami berterima kasih kepada pemerintah atas kebijakan tersebut. #AndreRosiade #GerindraMelayaniMasyarakat #VaksinGratis https://t.co/eSEH4Bbsbe",[]
Gerindra,"Kalau Bukan Kita, Siapa Lagi? Kalau Bukan Sekarang, Kapan Lagi? Ikuti Terus Perjuangan Partai Gerakan Indonesia Raya Dalam Membangun Indonesia Yang Berdikari.",Indonesia Raya ,3788,553167,100316,10/25/2011 0:51,12/18/2020 13:31,11,"Alhamdulillah pemerintah telah mengumumkan Vaksin Corona Gratis kepada Masyarakat Indonesia. Insya Allah Ekonomi nasional pulih kembali, UMKM-UMKM akan bangkit. Kami berterima kasih kepada pemerintah atas kebijakan tersebut. #AndreRosiade #GerindraMelayaniMasyarakat #VaksinGratis https://t.co/eSEH4Bbsbe",[]
JapenKulim,"PEJABAT PENERANGAN DAERAH KULIM
2918 BANDAR KULIM
09000 KULIM, KEDAH",KULIM,194,274,23770,4/29/2019 7:05,12/18/2020 13:30,72,"Jangan hentikan imunisasi kerana penyakit boleh meningkat kembali. 

Sayangi kesihatan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/VbLmW1fgOc","[{'text': 'KomunikasiKita', 'indices': [111, 126]}]"
sarasroyal,,,323,73,17028,7/17/2014 3:40,12/18/2020 13:26,72,"Jangan hentikan imunisasi kerana penyakit boleh meningkat kembali. 

Sayangi kesihatan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/VbLmW1fgOc","[{'text': 'KomunikasiKita', 'indices': [111, 126]}]"
nurmannawi,kemaren ada orang baca bio ini tapi nga follow besoknya innalillahi.,"Tangerang, Indonesia",207,159,10415,4/13/2018 1:25,12/18/2020 13:15,174,"Tidak ada kata lelah bagi mereka untuk melawan Covid-19 di Wisma Atlet. Sekarang, sudah saatnya kita semua #KembaliBersatu melawan pandemi ini dengan sama-sama disiplin menerapkan protokol 3M. 
#VaksinUntukKita https://t.co/DwTKPuVdeF",[]
iyankhgc,Indonesian Freeathlete,"Makassar, Indonesia",210,89,1129,6/14/2010 14:03,12/18/2020 13:08,2,Benarkah kita bisa dipidana bila menolak divaksin COVID-19? 😰😰😱 #Pidana #Vaksin #COVID19 #KlinikHukumOnline #HukumOnline #BikinMelekHukum #BiarMakinPaham https://t.co/ifjPoqTtyN,"[{'text': 'Pidana', 'indices': [81, 88]}, {'text': 'Vaksin', 'indices': [89, 96]}, {'text': 'COVID19', 'indices': [97, 105]}, {'text': 'KlinikHukumOnline', 'indices': [106, 124]}, {'text': 'HukumOnline', 'indices': [125, 137]}]"
Masdjodi1,"Aku biasa saja .., nikmati kicauan, berlayar mengarungi waktu hingga hilang dari pandangan ...",,46,859,130641,12/3/2018 13:44,12/18/2020 13:07,11,"Alhamdulillah pemerintah telah mengumumkan Vaksin Corona Gratis kepada Masyarakat Indonesia. Insya Allah Ekonomi nasional pulih kembali, UMKM-UMKM akan bangkit. Kami berterima kasih kepada pemerintah atas kebijakan tersebut. #AndreRosiade #GerindraMelayaniMasyarakat #VaksinGratis https://t.co/eSEH4Bbsbe",[]
pakoebuwono,Kecil kepala ikan teri lebih hebat dibanding ekor ikan kakap.,,1284,276,1188,1/20/2020 14:31,12/18/2020 13:04,2,Benarkah kita bisa dipidana bila menolak divaksin COVID-19? 😰😰😱 #Pidana #Vaksin #COVID19 #KlinikHukumOnline #HukumOnline #BikinMelekHukum #BiarMakinPaham https://t.co/ifjPoqTtyN,"[{'text': 'Pidana', 'indices': [81, 88]}, {'text': 'Vaksin', 'indices': [89, 96]}, {'text': 'COVID19', 'indices': [97, 105]}, {'text': 'KlinikHukumOnline', 'indices': [106, 124]}, {'text': 'HukumOnline', 'indices': [125, 137]}]"
_iwanrakitta_,"Kasih Sayang Tanpa Kekuatan adalah Kelemahan, Kekuatan Tanpa Kasih Sayang adalah Kezaliman.",°disuatu tempat ku berpijak°,212,64,4360,8/16/2012 9:34,12/18/2020 13:04,0,"@jokowi China beli Pfizer, Kita malah beli Sinovac. 🤦‍♂️
Belajarlah sampai ke Negeri China...

#VaksinCovid19 https://t.co/v7nkGgCIvl","[{'text': 'VaksinCovid19', 'indices': [95, 109]}]"
tsetiady,“𝙵𝚊𝚕𝚜𝚎 𝚑𝚘𝚙𝚎𝚜 𝚊𝚛𝚎  𝚖𝚘𝚛𝚎 𝚍𝚊𝚗𝚐𝚎𝚛𝚘𝚞𝚜 𝚝𝚑𝚊𝚗 𝚏𝚎𝚊𝚛𝚜.” •𝙹.𝚁.𝚁. 𝚃𝚘𝚕𝚔𝚒𝚎𝚗,,292,2479,139935,8/20/2009 10:29,12/18/2020 13:03,11,"Kabar gembira nih, gaes! Vaksin Covid-19 bakal diberikan gratis, gak pake syarat apa punt. Jadi buat masyarakat yang terdaftar maupun yang tidak terdaftar di BPJS Kesehatan bakal dikasih vaksinnya nih. 

#VaksinUntukKita https://t.co/69ug5JNBi6",[]
alif_dz08,"‏‏‏‏‏أللهم انفعنا بما علمتنا وعلمنا ما ينفعنا 🌹 🍃 
🏡 Wong Lamongan Ashli. 
🌊 Founder Kacamata Penasaran 👓. 
✉️ https://t.co/9dDGrEY9hU‎‎‎","Lamongan, Indonesia",939,167,541,6/29/2016 9:58,12/18/2020 13:00,11,"Kabar gembira nih, gaes! Vaksin Covid-19 bakal diberikan gratis, gak pake syarat apa punt. Jadi buat masyarakat yang terdaftar maupun yang tidak terdaftar di BPJS Kesehatan bakal dikasih vaksinnya nih. 

#VaksinUntukKita https://t.co/69ug5JNBi6",[]
klinikhukum,#InstaLaw - https://t.co/uJe6e9lCl1 | Rules #Klinikmenfess - https://t.co/d9hDgKPP8B,"Jakarta Selatan, DKI Jakarta",198,126697,100046,10/9/2009 9:03,12/18/2020 13:00,2,Benarkah kita bisa dipidana bila menolak divaksin COVID-19? 😰😰😱 #Pidana #Vaksin #COVID19 #KlinikHukumOnline #HukumOnline #BikinMelekHukum #BiarMakinPaham https://t.co/ifjPoqTtyN,"[{'text': 'Pidana', 'indices': [64, 71]}, {'text': 'Vaksin', 'indices': [72, 79]}, {'text': 'COVID19', 'indices': [80, 88]}, {'text': 'KlinikHukumOnline', 'indices': [89, 107]}, {'text': 'HukumOnline', 'indices': [108, 120]}, {'text': 'BikinMelekHukum', 'indices': [121, 137]}, {'text': 'BiarMakinPaham', 'indices': [138, 153]}]"
alumni212id,Official Twitter of https://t.co/95PA5Qqjmd,,9,165,517,9/16/2019 4:32,12/18/2020 12:59,4,"Jokowi: Jangan Khawatir Soal Kehalalan Vaksin

https://t.co/IwSDtSNuGu

#VaksinCovid19","[{'text': 'VaksinCovid19', 'indices': [89, 103]}]"
tarbawianet,Official Twitter of https://t.co/LjYonXUZjs,,9,106,519,9/16/2019 4:11,12/18/2020 12:59,4,"Jokowi: Jangan Khawatir Soal Kehalalan Vaksin

https://t.co/IwSDtSNuGu

#VaksinCovid19","[{'text': 'VaksinCovid19', 'indices': [89, 103]}]"
WajadaNet,Official Twitter of https://t.co/eXP3NrqDtg,,10,34,512,9/16/2019 6:09,12/18/2020 12:58,4,"Jokowi: Jangan Khawatir Soal Kehalalan Vaksin

https://t.co/IwSDtSNuGu

#VaksinCovid19","[{'text': 'VaksinCovid19', 'indices': [89, 103]}]"
FimadaniNet,Official Twitter of https://t.co/p7NC0PoWK8,,11,37,517,9/16/2019 5:46,12/18/2020 12:58,4,"Jokowi: Jangan Khawatir Soal Kehalalan Vaksin

https://t.co/IwSDtSNuGu

#VaksinCovid19","[{'text': 'VaksinCovid19', 'indices': [89, 103]}]"
tarbiyahnet,Official Twitter of https://t.co/2tMJgeNmht,,15,789,2750,5/27/2016 2:07,12/18/2020 12:57,4,"Jokowi: Jangan Khawatir Soal Kehalalan Vaksin

https://t.co/IwSDtSNuGu

#VaksinCovid19","[{'text': 'VaksinCovid19', 'indices': [72, 86]}]"
serambinews,"Official Twitter Page of Serambi Indonesia, #Aceh Leading NewsPaper | Online | Mobile | Radio @SerambiFM | P +62651635544",Aceh,951,88730,221407,8/11/2009 5:27,12/18/2020 12:56,1,"#VaksinCovid19
#Jokowi

Presiden Joko Widodo meminta masyarakat tak khawatir soal kehalalan vaksin Covid-19.

Sebab, pemerintah telah melibatkan Majelis Ulama Indonesia (MUI) dan Kementerian Agama untuk memastikan kehalalan vaksin.

https://t.co/FajvAekiPe","[{'text': 'VaksinCovid19', 'indices': [0, 14]}, {'text': 'Jokowi', 'indices': [15, 22]}]"
neillarsz,,,68,6,901,1/29/2014 1:02,12/18/2020 12:56,6,"Walaupun vaksin sudah datang kita harus tetap budayakan cuci tangan, pakai masker, jaga jarak &amp; pastikan suhu tubuh Kamu nggak lebih dari 37,5C
dan tentunya #BantuKamiJagaKamu dengan gunakan aplikasi Teman Sehat di ponsel pintar kamu!

#TemanSehat #Sinovac #vaksin  #infocovid19",[]
widiafitrianast,mom to Sienna Anindya Elshafina,Bandung,199,320,3606,7/18/2012 7:59,12/18/2020 12:50,174,"Tidak ada kata lelah bagi mereka untuk melawan Covid-19 di Wisma Atlet. Sekarang, sudah saatnya kita semua #KembaliBersatu melawan pandemi ini dengan sama-sama disiplin menerapkan protokol 3M. 
#VaksinUntukKita https://t.co/DwTKPuVdeF",[]
SingitArjuna,numb,,300,29,333,7/16/2013 4:49,12/18/2020 12:46,1,"Bukan Gratis, Tapi Keberhasilan Vaksin yang Bisa Dorong Ekonomi. Info selengkapnya cek https://t.co/lBRMjNd3TR. #Kadin #KadinuntukIndonesia #KadinIndonesia #Vaksin #vaksingratisuntukrakyat https://t.co/HoefptrA8D","[{'text': 'Kadin', 'indices': [133, 139]}]"
tribunkaltim,"TRIBUNKALTIM - Grup KOMPAS GRAMEDIA: media massa modern; konvergensi print, online, video dan media sosial di Kalimantan Timur & Kalimantan Utara.","Balikpapan, Indonesia",3634,30266,259618,1/10/2010 11:53,12/18/2020 12:33,0,"SIMAK! Penjelasan Jokowi Soal Halal dan Tidak Halal Vaksin Covid-19, Minta Masyarakat Tak Khawatir
 
https://t.co/bWxLjYh8B7 via @tribunkaltim 

#Jokowi #Vaksin #Covid19 #Corona #VaksinHalal #TribunKaltim","[{'text': 'Jokowi', 'indices': [145, 152]}, {'text': 'Vaksin', 'indices': [153, 160]}, {'text': 'Covid19', 'indices': [161, 169]}, {'text': 'Corona', 'indices': [170, 177]}, {'text': 'VaksinHalal', 'indices': [178, 190]}, {'text': 'TribunKaltim', 'indices': [191, 204]}]"
bukansandall,ga taulah ini akun apa 🧐|🇰🇷 🇹🇭|,,170,125,12531,8/24/2018 16:20,12/18/2020 12:24,14,"Pas udah ada vaksin emang rasanya lebih terlindungi, tapi perlu diingat kalau ini bukan akhir dari pandemi yaa. Kita tetep harus jaga protokol biar bisa keluar dari pandemi. 
#VaksinUntukKita https://t.co/vTXDnyOvFa",[]
sidhila,"interested in politics, religion, and women's issues",,480,182,1023,12/9/2010 10:22,12/18/2020 12:20,1,"Penemuan Vaksin Corona, dan Kisah Pasangan Ilmuwan https://t.co/B5XboXjAlm

#pasangan #pernikahan #kesalingan #kemaslahatan #vaksin #covid19 #intelektual #spiritual #samawa #ilmuwan #mubadalahid","[{'text': 'pasangan', 'indices': [94, 103]}, {'text': 'pernikahan', 'indices': [104, 115]}, {'text': 'kesalingan', 'indices': [116, 127]}]"
inewsdotid,"Official Twitter of https://t.co/VcBPTpbkAZ, MNC Media Group | redaksi@inews.id | sales@inews.id | Android : https://t.co/ZZuh3jfXGC iPhone : https://t.co/Qtp13CrCFh","Jakarta, Indonesia",182,2387,124693,12/22/2017 12:20,12/18/2020 12:15,0,"Presiden Joko Widodo menggambarkan suntik vaksin ibarat digigit semut.

#Vaksin #Covid_19 #COVID19 

https://t.co/pV7OLSkIVC","[{'text': 'Vaksin', 'indices': [72, 79]}, {'text': 'Covid_19', 'indices': [80, 89]}, {'text': 'COVID19', 'indices': [90, 98]}]"
inisayahuman555,Nothing special.,World,281,109,817,7/12/2016 0:31,12/18/2020 12:08,0,Disini ada yg masih ngga mau di kasih vaksin covid-19 ngg sih? Trus apa alasan kalian ngg mau dikasih vaksin? Kalonya mau apa alasan kalian? #VaksinCovid19,"[{'text': 'VaksinCovid19', 'indices': [141, 155]}]"
beritaKBR,"Inspiratif, Tepercaya | Podcast: https://t.co/WponLLoVIR | Live streaming & web: https://t.co/LAXaylA5kM | SMS/WA: 0812 118 8181 | Bebas pulsa: 0800 24 57 893","Jakarta, Indonesia",6,137294,218310,3/19/2010 7:17,12/18/2020 11:54,1,"Juru Bicara @KemenkesRI Nadia Wiwek menjelaskan, vaksinasi di beberapa daerah dengan kepadatan penduduk tinggi, sangat dimungkinkan bekerjasama dengan rumah sakit swasta. Jadi, akan ada biaya-biaya yang dibebankan kepada masyarakat. 

#VaksinCovid19

https://t.co/hCvJuAyhyC",[]
Genpi_Co,"Download Apps Android: https://t.co/833QEXPjBE?amp=1
Download Apps IOS: https://t.co/FgpNrPLgR0?amp=1
Contact Us: socmed@genpi.co",Indonesia,1,1811,52760,2/23/2018 10:31,12/18/2020 11:50,0,"Kepala Badan Pengawas Obat dan Makanan (BPOM), Penny K. Lukito, menjamin keamanan vaksin covid-19 Sinovac. #Vaksin https://t.co/tvORn8qJTI","[{'text': 'Vaksin', 'indices': [107, 114]}]"
AdiputeriC,No one has the ability to do something perfect. But each person is given a lot of opportunity to do something right,,69,55,352,6/25/2020 8:37,12/18/2020 11:49,11,"Alhamdulillah pemerintah telah mengumumkan Vaksin Corona Gratis kepada Masyarakat Indonesia. Insya Allah Ekonomi nasional pulih kembali, UMKM-UMKM akan bangkit. Kami berterima kasih kepada pemerintah atas kebijakan tersebut. #AndreRosiade #GerindraMelayaniMasyarakat #VaksinGratis https://t.co/eSEH4Bbsbe",[]
HeriPur21130580,Jangan suka dengerin '' gosip jalanan' '😊😊😊  i love 🇮🇩🇮🇩 piss,Indonesia,268,22,1088,1/12/2019 14:38,12/18/2020 11:47,0,"Saya juga mau di vasin Covid19
#vaksingratisuntukrakyat 
#VaksinUntukKita","[{'text': 'vaksingratisuntukrakyat', 'indices': [31, 55]}, {'text': 'VaksinUntukKita', 'indices': [57, 73]}]"
inoe_hasanah,"siak | 91 | freelancer teacher

Just simple and cheerful person","Siak, Indonesia",37,91,588,1/18/2012 19:09,12/18/2020 11:45,4,"Kepala Dinas Kesehatan Provinsi Riau, Mimi Nazir mengatakan Riau mendapat kurang lebih empat juta vaksin.

Sumber: https://t.co/aAD1qL0J3c
#infoPKU #Pekanbaru #vaksìncovid19 https://t.co/gK73GXcjpA",[]
lampostco,"Adalah Twitter resmi Harian Umum Lampung Post. Berada dalam naungan PT Masa Kini Mandiri, penerbit Koran Lampung Post","Lampung, Indonesia",4788,2487,43647,2/9/2018 6:38,12/18/2020 11:44,0,"Presiden Joko Widodo (Jokowi) menegaskan vaksin Covid-19 gratis tidak hanya untuk peserta Badan Penyelenggara Jaminan Sosial (BPJS). 
#Jokowi #JokowiMaruf2019 #BPJS  #Vaksin #VaksinCovid19 #vaksingratis #VaksinUntukKita #vaksingratisuntukrakyat #lampostco
https://t.co/oBGIjw6ybh","[{'text': 'Jokowi', 'indices': [134, 141]}, {'text': 'JokowiMaruf2019', 'indices': [142, 158]}, {'text': 'BPJS', 'indices': [159, 164]}, {'text': 'Vaksin', 'indices': [166, 173]}, {'text': 'VaksinCovid19', 'indices': [174, 188]}, {'text': 'vaksingratis', 'indices': [189, 202]}, {'text': 'VaksinUntukKita', 'indices': [203, 219]}, {'text': 'vaksingratisuntukrakyat', 'indices': [220, 244]}, {'text': 'lampostco', 'indices': [245, 255]}]"
dir1ku,"only a man, simple, like traveling, music, reading, culinary, discuss and everything is easy",Malang,2457,1949,36015,8/12/2009 12:58,12/18/2020 11:44,1,"Lugas dan Jelas
Terima Kasih Pak Presiden Joko Widodo @jokowi
#VaksinUntukRakyat #VaksinGratis #VaksinUntukSemua #VaksinForAll #ProtokolKesehatan
#PercayaJokowi  https://t.co/WLPVjf07jh","[{'text': 'VaksinUntukRakyat', 'indices': [74, 92]}, {'text': 'VaksinGratis', 'indices': [93, 106]}, {'text': 'VaksinUntukSemua', 'indices': [107, 124]}, {'text': 'VaksinForAll', 'indices': [125, 138]}]"
